1.230355899424379507e+00,-1.116224898019942202e+01,1.000000000000000000e+00
1.026142518829616268e+00,1.609732309421393381e+01,1.000000000000000000e+00
1.154422802224024602e+00,5.081676406913159028e+00,1.000000000000000000e+00
6.442753212594606316e-01,-5.095380713317110732e+00,1.000000000000000000e+00
1.005900857038998009e+00,2.243427180255806785e+00,1.000000000000000000e+00
9.795354746537595636e-01,1.219841763253401545e+01,1.000000000000000000e+00
6.287432381754014532e-01,1.372324216116617279e+01,1.000000000000000000e+00
1.270751943127952810e+00,-8.879463132934523273e+00,1.000000000000000000e+00
4.765594543304519926e-01,-1.082495536349136600e+01,1.000000000000000000e+00
9.169937617872350177e-01,-7.011162485762845620e+00,1.000000000000000000e+00
1.171793263183398270e+00,1.199466144675867207e+00,1.000000000000000000e+00
1.145091040847583175e+00,-1.200385684959571719e+01,1.000000000000000000e+00
1.206849448334061492e+00,-1.329830645106904186e+01,1.000000000000000000e+00
1.034361547577795415e+00,3.013242514688969642e+00,1.000000000000000000e+00
8.774745367218392822e-01,1.051779502864160065e+01,1.000000000000000000e+00
9.813307956340033833e-01,-1.556664848937052703e+00,1.000000000000000000e+00
1.030512283284436448e+00,4.479715817648701304e+00,1.000000000000000000e+00
1.210422713640403103e+00,-1.904502744593013119e+01,1.000000000000000000e+00
1.346124135347834372e+00,6.744188943846333828e+00,1.000000000000000000e+00
9.754472637888780273e-01,7.272114968240060762e+00,1.000000000000000000e+00
8.471185126143854216e-01,2.282714924492985561e-02,1.000000000000000000e+00
8.261486374143238720e-01,4.640247120647385870e+00,1.000000000000000000e+00
5.536487118207149560e-01,-2.943176181460518848e+00,1.000000000000000000e+00
7.556704990762191931e-01,1.114954985996411096e+01,1.000000000000000000e+00
9.851966603142024992e-01,-2.569452385548780171e+01,1.000000000000000000e+00
8.621263727175420000e-01,2.018827656917452806e+00,1.000000000000000000e+00
7.197757824798645121e-01,1.482388418525719231e+01,1.000000000000000000e+00
8.447511580557400812e-01,5.924162209373417198e+00,1.000000000000000000e+00
9.919047321550659158e-01,-9.424748624597755864e+00,1.000000000000000000e+00
1.045099149056388121e+00,-1.283900277833777182e+01,1.000000000000000000e+00
1.011900925130968520e+00,-6.614696190293892997e+00,1.000000000000000000e+00
7.443369862200519549e-01,-1.412330422840169319e+01,1.000000000000000000e+00
8.531196100095199686e-01,4.599216167972166147e+00,1.000000000000000000e+00
7.594255179848656834e-01,8.024012998416525377e+00,1.000000000000000000e+00
5.875703513709700232e-01,1.122578519566415522e+01,1.000000000000000000e+00
1.242277301431184533e+00,7.852574157109297737e+00,1.000000000000000000e+00
9.826149437201825432e-01,6.343713874316255996e+00,1.000000000000000000e+00
1.016147154980269862e+00,5.403457955177279892e+00,1.000000000000000000e+00
1.180899230681363266e+00,-1.461761924685212599e-01,1.000000000000000000e+00
1.173786852888089038e+00,2.172939346490325718e+01,1.000000000000000000e+00
1.217620041679229548e+00,-5.598777094836146162e+00,1.000000000000000000e+00
1.331247032815758846e+00,9.749177441838862146e-01,1.000000000000000000e+00
9.580797906419276089e-01,-1.799017236706505685e+01,1.000000000000000000e+00
9.740264826725317793e-01,3.144875612313264845e+00,1.000000000000000000e+00
1.061268752823659067e+00,8.326528884867064662e+00,1.000000000000000000e+00
8.478650739652626722e-01,7.831940467403383010e+00,1.000000000000000000e+00
9.429080905067852569e-01,-1.187343847222362747e+01,1.000000000000000000e+00
7.761380969323681267e-01,-9.223103729259680250e+00,1.000000000000000000e+00
7.686842763700205694e-01,-4.213094270907126848e+00,1.000000000000000000e+00
7.851876500757898336e-01,-1.689546964973914811e+01,1.000000000000000000e+00
9.158488855563942099e-01,-5.966193571393114681e+00,1.000000000000000000e+00
9.845311833785485023e-01,-1.467621392574311123e+01,1.000000000000000000e+00
1.106266052443356296e+00,3.451039022186553673e+00,1.000000000000000000e+00
8.531001644511531090e-01,5.695770551014935901e-01,1.000000000000000000e+00
1.128698027281356930e+00,-3.960115625815603391e+00,1.000000000000000000e+00
9.285132917422165288e-01,-1.231324957651850127e+00,1.000000000000000000e+00
1.075120170645877282e+00,1.729242921221602103e+01,1.000000000000000000e+00
7.359108299832342048e-01,1.772718063267085498e+01,1.000000000000000000e+00
